gene_id	gene	log2FoldChange	padj	stat
ENSG00000269609	RPARP-AS1	0.471	0.7698	None
ENSG00000259856	RAB43P1	1.0384	0.3563	None
ENSG00000197712	FAM114A1	1.155	0	None
ENSG00000172113	NME6	-0.3793	0.1253	None
ENSG00000272156	AC008280.3	2.1733	0.1653	None
ENSG00000114626	ABTB1	0.2188	0.6844	None
ENSG00000070444	MNT	0.6933	0.0314	None
ENSG00000018189	RUFY3	0.2204	0.5213	None
ENSG00000099290	WASHC2A	0.7057	0.0129	None
ENSG00000147100	SLC16A2	0.4841	0.1621	None
ENSG00000146021	KLHL3	1.5168	0.0129	None
ENSG00000126524	SBDS	0.3026	0.2404	None
ENSG00000122952	ZWINT	-1.9516	0	None
ENSG00000260077	AC104794.2	0.4681	0.8029	None
ENSG00000234810	AL603840.1	0.8001	0.4855	None
ENSG00000180957	PITPNB	-0.4434	0.0259	None
ENSG00000141012	GALNS	1.0491	0	None
ENSG00000147144	CCDC120	-0.8382	0.3944	None
ENSG00000163864	NMNAT3	0.0233	0.9951	None
ENSG00000128973	CLN6	-1.0717	0	None
ENSG00000116990	MYCL	1.3442	0.6712	None
ENSG00000273148	AL035563.1	-1.671	0.474	None
ENSG00000121680	PEX16	0.1462	0.7116	None
ENSG00000225746	MEG8	1.6274	1e-4	None
ENSG00000140022	STON2	1.8977	0.0022	None
ENSG00000108239	TBC1D12	-0.1836	0.67490000000000006	None
ENSG00000230499	AC108463.2	-1.1157	0.6757	None
ENSG00000090470	PDCD7	-0.4074	0.0827	None
ENSG00000171119	NRTN	-1.7236	0.5414	None
ENSG00000262519	TXNP4	-0.092	0.9561	None
ENSG00000175426	PCSK1	0.2559	0.8939	None
ENSG00000111664	GNB3	-0.6258	0.4563	None
ENSG00000179743	AL450998.2	-0.8954	0.4032	None
ENSG00000092094	OSGEP	-0.7909	0.0017	None
ENSG00000140057	AK7	2.1209	0.0073	up
ENSG00000175895	PLEKHF2	-0.2691	0.4684	None
ENSG00000078043	PIAS2	0.0846	0.8338	None
ENSG00000131149	GSE1	-0.3449	0.2164	None
ENSG00000148218	ALAD	0.4576	0.0391	None
ENSG00000274565	AC080038.1	0.2963	0.8232	None
ENSG00000272525	AC099522.2	-0.1454	0.9577	None
ENSG00000068438	FTSJ1	-0.1411	0.7223	None
ENSG00000116288	PARK7	0.145	0.6832	None
ENSG00000092978	GPATCH2	-0.1639	0.6861	None
ENSG00000120075	HOXB5	1.0947	0.0033	None
ENSG00000020922	MRE11	-1.0772	1e-4	None
ENSG00000272768	AC004854.2	0.2445	0.8637	None
ENSG00000129667	RHBDF2	3.5113	2e-4	up
ENSG00000164674	SYTL3	0.6598	0.2744	None
ENSG00000140044	JDP2	0.2163	0.4808	None
ENSG00000131831	RAI2	1.9162	0	None
ENSG00000148840	PPRC1	-0.6985	0.0041	None
ENSG00000137094	DNAJB5	-0.7846	0.0089	None
ENSG00000160783	PMF1	-0.3448	0.4722	None
ENSG00000172824	CES4A	2.3375	0.0174	up
ENSG00000165895	ARHGAP42	0.3638	0.4567	None
ENSG00000096401	CDC5L	-0.6862	3e-4	None
ENSG00000111237	VPS29	0.2165	0.5285	None
ENSG00000106484	MEST	2.6256	0	up
ENSG00000130529	TRPM4	1.3026	0.0023	None
ENSG00000025293	PHF20	0.0721	0.8672	None
ENSG00000119402	FBXW2	0.0329	0.93	None
ENSG00000165030	NFIL3	-0.0578	0.9147	None
ENSG00000258484	SPESP1	-0.3383	0.6573	None
ENSG00000185630	PBX1	-0.5402	0.1519	None
ENSG00000171681	ATF7IP	-0.403	0.3017	None
ENSG00000133317	LGALS12	1.5352	0.3565	None
ENSG00000115457	IGFBP2	3.7134	0.0864	None
ENSG00000169925	BRD3	-0.479	0.1566	None
ENSG00000111644	ACRBP	-0.6051	0.775	None
ENSG00000254612	AP001000.1	0.0358	0.9645	None
ENSG00000136935	GOLGA1	-0.0874	0.8356	None
ENSG00000145431	PDGFC	0.2098	0.4462	None
ENSG00000081177	EXD2	0.5012	0.0406	None
ENSG00000118276	B4GALT6	-0.1691	0.8388	None
ENSG00000266490	AC127024.5	-0.2106	0.9182	None
ENSG00000006534	ALDH3B1	0.5815	0.0091	None
ENSG00000118420	UBE3D	-0.2049	0.6355	None
ENSG00000102802	MEDAG	1.6242	0	None
ENSG00000279118	AC093535.2	2.0683	0.1065	None
ENSG00000143748	NVL	-0.601	0.0287	None
ENSG00000161551	ZNF577	0.1827	0.8273	None
ENSG00000166845	C18orf54	-0.7134	0.0196	None
ENSG00000041988	THAP3	-0.2327	0.5284	None
ENSG00000219665	ZNF433-AS1	1.0541	0.0804	None
ENSG00000116183	PAPPA2	2.908	0	up
ENSG00000184786	TCTE3	-1.3231	0.2611	None
ENSG00000105662	CRTC1	0.1904	0.622	None
ENSG00000256128	LINC00944	2.1235	0.0281	up
ENSG00000075223	SEMA3C	0.4919	0.2338	None
ENSG00000261801	LOXL1-AS1	-0.297	0.4356	None
ENSG00000188554	NBR1	0.7845	1e-4	None
ENSG00000227477	STK4-AS1	-0.6128	0.7765	None
ENSG00000198959	TGM2	3.0009	0	up
ENSG00000235559	NOP56P1	-1.0019	0.7229	None
ENSG00000145592	RPL37	0.2443	0.4669	None
ENSG00000255495	AC145124.1	-0.7349	0.5997	None
ENSG00000273344	PAXIP1-AS1	-1.1058	0.0816	None
ENSG00000142188	TMEM50B	-0.0471	0.9121	None
ENSG00000183291	SELENOF	0.2994	0.3046	None
ENSG00000081154	PCNP	-0.0754	0.8414	None
ENSG00000104432	IL7	-0.5684	0.7071	None
ENSG00000065183	WDR3	-0.5166	0.0109	None
ENSG00000159433	STARD9	-0.2431	0.7112	None
ENSG00000034693	PEX3	0.0561	0.8891	None
ENSG00000206129	AC006305.1	1.1992	0.6344	None
ENSG00000234840	LINC01239	1.2183	0.6502	None
ENSG00000223947	AC016738.1	2.2089	0.4176	None
ENSG00000260920	AL031985.3	0.7235	0.3972	None
ENSG00000184986	TMEM121	-0.0792	0.9594	None
ENSG00000100767	PAPLN	1.4735	2e-4	None
ENSG00000279423	AL445363.3	0.9418	0.6691	None
ENSG00000111254	AKAP3	0.6972	0.5689	None
ENSG00000229981	LINC01435	0.0657	0.9624	None
ENSG00000165169	DYNLT3	0.6774	0.0038	None
ENSG00000198771	RCSD1	4.0425	5e-4	up
ENSG00000072121	ZFYVE26	-0.0483	0.9372	None
ENSG00000197077	KIAA1671	1.5559	0.3913	None
ENSG00000058404	CAMK2B	0.8038	0.5111	None
ENSG00000213782	DDX47	-1.3755	0.224	None
ENSG00000167074	TEF	0.4134	0.3447	None
ENSG00000188015	S100A3	0.3825	0.1767	None
ENSG00000259959	AC107068.1	-0.0028	0.9978	None
ENSG00000157111	TMEM171	0.4847	0.2331	None
ENSG00000125741	OPA3	0.0028	0.9937	None
ENSG00000198231	DDX42	-0.3191	0.1522	None
ENSG00000278133	AC135050.6	-0.1345	0.8582	None
ENSG00000254206	NPIPB11	-0.5498	0.6898	None
ENSG00000197093	GAL3ST4	-0.2382	0.8019	None
ENSG00000165704	HPRT1	-0.5758	0.029	None
ENSG00000198055	GRK6	-0.7908	0.0012	None
ENSG00000126062	TMEM115	0.3326	0.1101	None
ENSG00000135622	SEMA4F	0.2265	0.6087	None
ENSG00000173137	ADCK5	-0.4055	0.2528	None
ENSG00000115548	KDM3A	0.4876	0.1405	None
ENSG00000021300	PLEKHB1	1.1439	0.5673	None
ENSG00000272977	AL008721.2	0.3209	0.8488	None
ENSG00000153113	CAST	0.3436	0.0994	None
ENSG00000167815	PRDX2	1.2933	0	None
ENSG00000160117	ANKLE1	-0.6278	0.5842	None
ENSG00000163900	TMEM41A	-0.0263	0.9474	None
ENSG00000272656	AC024933.1	-1.1177	0.679	None
ENSG00000139718	SETD1B	-0.3239	0.3992	None
ENSG00000074410	CA12	0.9196	2e-4	None
ENSG00000060718	COL11A1	1.7444	0.0721	None
ENSG00000182963	GJC1	-1.2313	0	None
ENSG00000168394	TAP1	1.0827	0	None
ENSG00000168060	NAALADL1	0.2966	0.7074	None
ENSG00000115947	ORC4	-0.0646	0.8836	None
ENSG00000205746	AC126755.1	-0.205	0.8073	None
ENSG00000107282	APBA1	-0.5145	0.1115	None
ENSG00000280088	AC126474.2	0.0811	0.9259	None
ENSG00000235313	HM13-IT1	0.1486	0.9388	None
ENSG00000049618	ARID1B	-0.4666	0.1688	None
ENSG00000162510	MATN1	-2.7394	0.2522	None
ENSG00000117543	DPH5	-0.1615	0.6723	None
ENSG00000145817	YIPF5	0.3273	0.1192	None
ENSG00000259953	AL138756.1	0.6446	0.6906	None
ENSG00000232931	LINC00342	-0.0274	0.9828	None
ENSG00000221994	ZNF630	-0.1405	0.95	None
ENSG00000140853	NLRC5	-0.0543	0.9169	None
ENSG00000107779	BMPR1A	-0.2892	0.3362	None
ENSG00000138078	PREPL	0.3501	0.1887	None
ENSG00000280670	CCDC163	-1.8446	0.0554	None
ENSG00000231006	RPL7P32	-1.4105	0.5994	None
ENSG00000182957	SPATA13	-0.5846	0.1989	None
ENSG00000259078	PTBP1P	0.9532	0.6111	None
ENSG00000090263	MRPS33	0.1073	0.8244	None
ENSG00000267858	MZF1-AS1	0.0894	0.9575	None
ENSG00000169902	TPST1	0.146	0.6915	None
ENSG00000073578	SDHA	0.168	0.5379	None
ENSG00000165879	FRAT1	-0.8409	0.4382	None
ENSG00000019549	SNAI2	0.4199	0.0667	None
ENSG00000101574	METTL4	-1.1764	0	None
ENSG00000272668	AL590560.2	0.2645	0.9157	None
ENSG00000167378	IRGQ	0.251	0.4753	None
ENSG00000167258	CDK12	-0.4238	0.2342	None
ENSG00000174938	SEZ6L2	1.5445	0.0971	None
ENSG00000111231	GPN3	-0.7344	0.0081	None
ENSG00000180818	HOXC10	0.5599	0.0583	None
ENSG00000185900	POMK	-0.7816	0.1905	None
ENSG00000240053	LY6G5B	-0.3737	0.7973	None
ENSG00000154957	ZNF18	0.1284	0.8148	None
ENSG00000260007	AC107871.1	-1.822	0.0491	None
ENSG00000172239	PAIP1	-0.1783	0.6055	None
ENSG00000072518	MARK2	-0.2426	0.3791	None
ENSG00000171466	ZNF562	0.097	0.7941	None
ENSG00000166492	FAM86GP	0.0515	0.9474	None
ENSG00000044574	HSPA5	0.3058	0.2939	None
ENSG00000196912	ANKRD36B	-0.2666	0.7509	None
ENSG00000080603	SRCAP	-0.8792	0.2254	None
ENSG00000205363	C15orf59	-1.6851	0.2575	None
ENSG00000151276	MAGI1	-0.1512	0.6991	None
ENSG00000173442	EHBP1L1	0.4064	0.1495	None
ENSG00000125107	CNOT1	-0.1209	0.8335	None
ENSG00000196656	AC004057.1	0.133	0.8096	None
ENSG00000119899	SLC17A5	1.4173	0	None
ENSG00000118514	ALDH8A1	2.1497	0.3007	None
ENSG00000215915	ATAD3C	0.9475	0.7497	None
ENSG00000162702	ZNF281	-0.0232	0.9645	None
ENSG00000204287	HLA-DRA	2.7025	0.0644	None
ENSG00000148950	IMMP1L	-0.4021	0.538	None
ENSG00000090776	EFNB1	-0.1118	0.7343	None
ENSG00000184489	PTP4A3	1.476	0.2821	None
ENSG00000104447	TRPS1	0.256	0.6474	None
ENSG00000155849	ELMO1	-3.8581	0.0388	down
ENSG00000144848	ATG3	-0.5101	0.0372	None
ENSG00000123815	COQ8B	0.1137	0.7812	None
ENSG00000161638	ITGA5	0.6179	0.0068	None
ENSG00000122008	POLK	-0.2013	0.7227	None
ENSG00000161920	MED11	0.0325	0.9572	None
ENSG00000231776	LINC01611	1.9252	0.3833	None
ENSG00000174799	CEP135	-0.9271	0.043	None
ENSG00000109332	UBE2D3	-0.206	0.3788	None
ENSG00000115138	POMC	-0.2672	0.8385	None
ENSG00000150667	FSIP1	-0.0839	0.9567	None
ENSG00000101557	USP14	-0.1082	0.6782	None
ENSG00000138794	CASP6	-0.0926	0.8437	None
ENSG00000226548	AC016722.1	1.6224	0.5019	None
ENSG00000230790	AC012456.2	2.6683	0.2936	None
ENSG00000132155	RAF1	-0.3301	0.1323	None
ENSG00000124613	ZNF391	-0.623	0.6231	None
ENSG00000148634	HERC4	0.3901	0.1112	None
ENSG00000170542	SERPINB9	-0.6242	0.705	None
ENSG00000130783	CCDC62	0.9044	0.7548	None
ENSG00000188739	RBM34	0.1394	0.9333	None
ENSG00000213593	TMX2	-0.1185	0.7139	None
ENSG00000074755	ZZEF1	0.0968	0.8335	None
ENSG00000230641	USP12-AS2	3.901	0.1147	None
ENSG00000204052	LRRC73	1.2666	0.0948	None
ENSG00000263606	AP000919.1	-0.9197	0.5348	None
ENSG00000160360	GPSM1	0.6602	0.0013	None
ENSG00000104524	PYCR3	0.1645	0.5891	None
ENSG00000115226	FNDC4	1.4738	0	None
ENSG00000174197	MGA	-0.2446	0.6061	None
ENSG00000163357	DCST1	-3.6249	0.2171	None
ENSG00000140937	CDH11	0.9941	0.232	None
ENSG00000122912	SLC25A16	-0.1401	0.7051	None
ENSG00000203778	FAM229B	0.9348	0.0337	None
ENSG00000254593	OR7E126P	-0.4295	0.8744	None
ENSG00000181915	ADO	-0.3176	0.2066	None
ENSG00000109685	NSD2	-1.7981	0	None
ENSG00000178440	LINC00843	-0.9499	0.6837	None
ENSG00000279822	AC016397.2	-0.4522	0.3094	None
ENSG00000133121	STARD13	-0.0218	0.9607	None
ENSG00000137942	FNBP1L	-0.4837	0.3309	None
ENSG00000159055	MIS18A	-1.2538	0	None
ENSG00000217801	AL390719.1	4.8766	0.0466	up
ENSG00000169567	HINT1	0.3219	0.3216	None
ENSG00000157873	TNFRSF14	2.5093	0	up
ENSG00000164823	OSGIN2	-0.1798	0.6712	None
ENSG00000198502	HLA-DRB5	2.8369	0.3132	None
ENSG00000014919	COX15	0.3133	0.2628	None
ENSG00000169231	THBS3	2.3223	0	up
ENSG00000170142	UBE2E1	0.1182	0.7732	None
ENSG00000257740	AC073896.3	0.6397	0.5697	None
ENSG00000124343	XG	1.7856	0	None
ENSG00000128908	INO80	-0.4764	0.1205	None
ENSG00000204851	PNMA8B	-1.1554	0.6092	None
ENSG00000166188	ZNF319	0.1694	0.7108	None
ENSG00000136504	KAT7	-0.7699	0.0051	None
ENSG00000163273	NPPC	-1.3189	0.0477	None
ENSG00000129038	LOXL1	0.6889	0.0301	None
ENSG00000186010	NDUFA13	0.8928	0.1587	None
ENSG00000139990	DCAF5	0.3073	0.3287	None
ENSG00000109118	PHF12	-0.1656	0.649	None
ENSG00000166949	SMAD3	0.5752	0.0998	None
ENSG00000100246	DNAL4	0.4588	0.2299	None
ENSG00000180773	SLC36A4	-0.6538	0.0194	None
ENSG00000224097	AC021148.1	1.4559	0.5994	None
ENSG00000170779	CDCA4	-1.1794	0	None
ENSG00000137806	NDUFAF1	0.3172	0.3623	None
ENSG00000101605	MYOM1	1.0438	0.4919	None
ENSG00000169570	DTWD2	0.3255	0.7137	None
ENSG00000086300	SNX10	0.5192	0.8625	None
ENSG00000198185	ZNF334	-0.9903	0.6339	None
ENSG00000168566	SNRNP48	-0.351	0.3009	None
ENSG00000235453	SMIM27	0.6333	0.4129	None
ENSG00000100284	TOM1	1.1848	0	None
ENSG00000017260	ATP2C1	0.3368	0.1067	None
ENSG00000232653	GOLGA8N	1.4991	0.1718	None
ENSG00000135930	EIF4E2	-0.0245	0.9482	None
ENSG00000235381	AL596202.1	-1.1857	0.3549	None
ENSG00000124731	TREM1	5.3798	0.0023	up
ENSG00000197627	UBE2Q2P12	1.9453	0.4364	None
ENSG00000247809	NR2F2-AS1	1.7307	0.0097	None
ENSG00000115561	CHMP3	0.2069	0.4268	None
ENSG00000207445	SNORD15B	0.6564	0.777	None
ENSG00000263004	AC007114.1	0.9015	0.6304	None
ENSG00000282849	AL359834.1	0.0053	0.9972	None
ENSG00000244363	RPL7P23	-0.686	0.516	None
ENSG00000225178	RPSAP58	0.0205	0.9681	None
ENSG00000137492	THAP12	-0.5816	0.0041	None
ENSG00000102910	LONP2	0.0255	0.95	None
ENSG00000006015	REX1BD	0.411	0.297	None
ENSG00000279196	AC135048.4	0.136	0.9096	None
ENSG00000144158	AL078621.1	-0.221	0.6646	None
ENSG00000170468	RIOX1	-0.699	0.0033	None
ENSG00000006695	COX10	-0.2474	0.4209	None
ENSG00000241155	ARHGAP31-AS1	0.116	0.9759	None
ENSG00000115602	IL1RL1	-0.014	0.9843	None
ENSG00000197579	TOPORS	-0.3085	0.4588	None
ENSG00000126945	HNRNPH2	0.4748	0.0182	None
ENSG00000204899	MZT1	-1.2274	0	None
ENSG00000142168	SOD1	0.3499	0.3035	None
ENSG00000141076	UTP4	-0.8272	0	None
ENSG00000024862	CCDC28A	-0.3604	0.554	None
ENSG00000185838	GNB1L	-0.1502	0.7991	None
ENSG00000160993	ALKBH4	-0.5071	0.114	None
ENSG00000157315	TMED6	-0.6435	0.6074	None
ENSG00000037474	NSUN2	-0.4375	0.018	None
ENSG00000112584	FAM120B	0.1803	0.6197	None
ENSG00000164776	PHKG1	-1.3238	0.3164	None
ENSG00000273702	AC091271.1	-0.3794	0.8653	None
ENSG00000139890	REM2	0.8167	0.7943	None
ENSG00000121940	CLCC1	-0.2132	0.436	None
ENSG00000206417	H1FX-AS1	-0.7289	0.5536	None
ENSG00000171634	BPTF	-0.0092	0.9882	None
ENSG00000112651	MRPL2	-0.1453	0.6847	None
ENSG00000000971	CFH	0.5784	0.0625	None
ENSG00000065923	SLC9A7	0.6858	0.0017	None
ENSG00000104936	DMPK	1.3531	0	None
ENSG00000174013	FBXO45	-0.6447	0.0046	None
ENSG00000172318	B3GALT1	1.3943	0.4007	None
ENSG00000184047	DIABLO	0.1487	0.9017	None
ENSG00000182158	CREB3L2	-0.4205	0.1353	None
ENSG00000252481	SCARNA13	-0.6078	0.8392	None
ENSG00000165526	RPUSD4	-0.1578	0.6339	None
ENSG00000163635	ATXN7	0.3019	0.8685	None
ENSG00000051128	HOMER3	0.0491	0.8937	None
ENSG00000179981	TSHZ1	-0.4209	0.2395	None
ENSG00000173848	NET1	-0.4227	0.214	None
ENSG00000187642	PERM1	2.9433	0.0021	up
ENSG00000197410	DCHS2	1.8908	0.0968	None
ENSG00000270419	CAHM	-0.6372	0.5906	None
ENSG00000182923	CEP63	-0.3329	0.2877	None
ENSG00000161057	PSMC2	0.0243	0.9475	None
ENSG00000228150	AL357140.2	-0.3555	0.8741	None
ENSG00000172244	C5orf34	-1.1202	5e-4	None
ENSG00000182511	FES	-0.0564	0.9303	None
ENSG00000189241	TSPYL1	0.4262	0.0327	None
ENSG00000100796	PPP4R3A	-0.53	0.0314	None
ENSG00000214814	FER1L6	1.9881	0.2371	None
ENSG00000271576	AL359504.2	-1.1032	0.5026	None
ENSG00000165240	ATP7A	0.1562	0.7426	None
ENSG00000180739	S1PR5	5.0315	0.0157	up
ENSG00000172020	GAP43	0.1936	0.8338	None
ENSG00000163870	TPRA1	0.0267	0.9455	None
ENSG00000029639	TFB1M	-0.2573	0.5133	None
ENSG00000139218	SCAF11	-0.2084	0.6729	None
ENSG00000101194	SLC17A9	0.8088	1e-4	None
ENSG00000149483	TMEM138	-0.4905	0.0325	None
ENSG00000005884	ITGA3	1.0805	0	None
ENSG00000272841	AL139393.2	-0.8621	0.3355	None
ENSG00000100211	CBY1	0.3938	0.4041	None
ENSG00000183617	MRPL54	0.1421	0.7928	None
ENSG00000112981	NME5	1.5329	0.033	None
ENSG00000250659	AP001363.1	-2.937	0.2215	None
ENSG00000187608	ISG15	1.6066	0	None
ENSG00000279278	AC245060.6	-2.1656	0.1495	None
ENSG00000167536	DHRS13	-1.212	0.0088	None
ENSG00000102805	CLN5	0.7007	0.0531	None
ENSG00000090539	CHRD	-0.959	0.5557	None
ENSG00000272375	AC026979.3	1.0529	0.6912	None
ENSG00000159259	CHAF1B	-1.5263	0	None
ENSG00000008283	CYB561	0.7854	4e-4	None
ENSG00000164114	MAP9	0.5239	0.1141	None
ENSG00000088970	KIZ	-0.1732	0.7651	None
ENSG00000158109	TPRG1L	0.961	0	None
ENSG00000136044	APPL2	-0.6684	0.0232	None
ENSG00000102057	KCND1	2.3237	0.0461	up
ENSG00000261490	AC005674.2	0.0155	0.991	None
ENSG00000132669	RIN2	0.4564	0.087	None
ENSG00000184220	CMSS1	-1.0209	0	None
ENSG00000232150	ST13P4	0.2726	0.7984	None
ENSG00000263740	RN7SL4P	-0.208	0.8742	None
ENSG00000258857	AL359397.1	-0.6881	0.6633	None
ENSG00000139211	AMIGO2	-0.7029	0.6727	None
ENSG00000279044	AC007787.2	-1.9352	0.433	None
ENSG00000156049	GNA14	3.5579	0.2442	None
ENSG00000178567	EPM2AIP1	0.3802	0.2925	None
ENSG00000131153	GINS2	-1.4399	0	None
ENSG00000164330	EBF1	-0.4551	0.2786	None
ENSG00000160285	LSS	0.2375	0.3038	None
ENSG00000154822	PLCL2	-0.6403	0.0094	None
ENSG00000183840	GPR39	1.5448	0	None
ENSG00000136026	CKAP4	0.4094	0.0894	None
ENSG00000250365	AL139353.2	-0.1416	0.95	None
ENSG00000243649	CFB	0.3485	0.8684	None
ENSG00000177045	SIX5	0.2836	0.5719	None
ENSG00000282885	AL627171.2	-0.3141	0.8998	None
ENSG00000181938	GINS3	-1.4367	0	None
ENSG00000260276	AC022167.2	0.8771	0.3446	None
ENSG00000076344	RGS11	1.4206	0.0302	None
ENSG00000142279	WTIP	-0.0847	0.8836	None
ENSG00000260948	AL390195.2	0.7205	0.7637	None
ENSG00000008710	PKD1	0.0399	0.9455	None
ENSG00000170632	ARMC10	0.2289	0.4496	None
ENSG00000213341	CHUK	-0.4752	0.0417	None
ENSG00000229563	LINC01204	0.0049	0.9926	None
ENSG00000184156	KCNQ3	2.3515	0	up
ENSG00000171824	EXOSC10	-0.9876	0	None
ENSG00000051341	POLQ	-1.7522	0	None
ENSG00000126785	RHOJ	0.8757	0.6276	None
ENSG00000100196	KDELR3	2.1008	0	up
ENSG00000110987	BCL7A	-1.158	5e-4	None
ENSG00000114480	GBE1	0.5552	0.002	None
ENSG00000130270	ATP8B3	-0.7975	0.349	None
ENSG00000132185	FCRLA	1.3158	1e-4	None
ENSG00000214226	C17orf67	-0.8671	0.0787	None
ENSG00000170214	ADRA1B	-0.7045	0.5928	None
ENSG00000125633	CCDC93	0.0277	0.9531	None
ENSG00000182359	KBTBD3	0.7871	0.3104	None
ENSG00000226314	ZNF192P1	0.3724	0.8486	None
ENSG00000205702	CYP2D7	0.1924	0.9469	None
ENSG00000162931	TRIM17	-1.0467	0.6535	None
ENSG00000164483	SAMD3	0.9243	0.6392	None
ENSG00000145022	TCTA	1.5503	0	None
ENSG00000179841	AKAP5	-0.6049	0.8377	None
ENSG00000267254	AC020928.1	0.7733	0.3804	None
ENSG00000170876	TMEM43	-0.1475	0.5535	None
ENSG00000171840	NINJ2	0.6934	0.2899	None
ENSG00000230795	HLA-K	-0.1177	0.9521	None
ENSG00000102595	UGGT2	0.354	0.3086	None
ENSG00000144026	ZNF514	0.5014	0.2632	None
ENSG00000137501	SYTL2	1.1556	0.0066	None
ENSG00000006715	VPS41	0.4978	0.0362	None
ENSG00000143799	PARP1	-1.038	0	None
ENSG00000137699	TRIM29	0.9897	0.4829	None
ENSG00000137842	TMEM62	-0.5721	0.023	None
ENSG00000188811	NHLRC3	-0.4025	0.3572	None
ENSG00000115484	CCT4	-0.2375	0.4251	None
ENSG00000175066	GK5	0.531	0.0611	None
ENSG00000110719	TCIRG1	0.093	0.7583	None
ENSG00000100814	CCNB1IP1	-0.19	0.6324	None
ENSG00000132470	ITGB4	-0.1011	0.9719	None
ENSG00000154710	RABGEF1	0.4473	0.1672	None
ENSG00000161955	TNFSF13	0.2586	0.8705	None
ENSG00000065054	SLC9A3R2	0.4164	0.4782	None
ENSG00000247903	AC024896.1	0.1966	0.7262	None
ENSG00000164733	CTSB	1.6327	0	None
ENSG00000231503	PTMAP4	-1.658	0.0669	None
ENSG00000169951	ZNF764	-0.212	0.6696	None
ENSG00000275074	NUDT18	1.3295	0.0034	None
ENSG00000198887	SMC5	-0.4274	0.1836	None
ENSG00000243960	AL390195.1	1.0776	0.647	None
ENSG00000124406	ATP8A1	-0.0115	0.9898	None
ENSG00000165959	CLMN	-0.7773	0.0566	None
ENSG00000184787	UBE2G2	-0.1186	0.7033	None
ENSG00000132475	H3F3B	-0.8361	0	None
ENSG00000180694	TMEM64	-0.6302	0.0027	None
ENSG00000253414	AC124067.2	-1.2425	0.4224	None
ENSG00000203804	ADAMTSL4-AS1	0.8843	0.7623	None
ENSG00000279611	AC012313.10	1.3849	0.4382	None
ENSG00000167994	RAB3IL1	-0.3688	0.1936	None
ENSG00000104320	NBN	-0.3339	0.1857	None
ENSG00000146426	TIAM2	-0.9567	0.0027	None
ENSG00000198113	TOR4A	0.4126	0.3605	None
ENSG00000116030	SUMO1	0.2589	0.3632	None
ENSG00000128573	FOXP2	0.8891	0.0888	None
ENSG00000187187	ZNF546	0.3426	0.6327	None
ENSG00000141084	RANBP10	-0.5538	0.0545	None
ENSG00000106278	PTPRZ1	2.8256	0.0056	up
ENSG00000197756	RPL37A	0.4013	0.2869	None
ENSG00000104442	ARMC1	-0.3463	0.2503	None
ENSG00000101680	LAMA1	0.3703	0.5765	None
ENSG00000146223	RPL7L1	-0.5518	0.0018	None
ENSG00000197847	SLC22A20P	0.0254	0.9905	None
ENSG00000076321	KLHL20	-0.1721	0.6232	None
ENSG00000170175	CHRNB1	0.0722	0.9501	None
ENSG00000108771	DHX58	0.6339	0.2851	None
ENSG00000214106	PAXIP1-AS2	-0.0227	0.9837	None
ENSG00000186153	WWOX	-0.2071	0.6967	None
ENSG00000139908	TSSK4	-0.7	0.6339	None
ENSG00000110841	PPFIBP1	0.0976	0.8129	None
ENSG00000250910	AC097467.3	2.1802	0.3945	None
ENSG00000122966	CIT	-1.715	0	None
ENSG00000244165	P2RY11	-0.0541	0.9444	None
ENSG00000173890	GPR160	1.0647	0.673	None
ENSG00000151876	FBXO4	-0.8823	0.0025	None
ENSG00000112319	EYA4	1.4079	0.1874	None
ENSG00000188986	NELFB	-0.4927	0.0453	None
ENSG00000197181	PIWIL2	-0.7217	0.8855	None
ENSG00000134897	BIVM	0.257	0.4622	None
ENSG00000152763	WDR78	2.2701	0	up
ENSG00000235863	B3GALT4	0.1066	0.9286	None
ENSG00000265399	AP005329.2	0.0965	0.9677	None
ENSG00000223959	AFG3L1P	-0.5687	0.0921	None
ENSG00000131381	RBSN	-0.2328	0.4437	None
ENSG00000148426	PROSER2	1.7908	0	None
ENSG00000121851	POLR3GL	0.8131	0.0211	None
ENSG00000137054	POLR1E	-0.6676	0.0022	None
ENSG00000254783	AP003084.1	-0.3543	0.9123	None
ENSG00000138802	SEC24B	-0.2426	0.4135	None
ENSG00000181396	OGFOD3	0.4357	0.1495	None
ENSG00000100425	BRD1	-0.6179	0.0093	None
ENSG00000275294	LINC02340	0.4458	0.824	None
ENSG00000284070	AP000356.2	3.5207	0.2583	None
ENSG00000104853	CLPTM1	0.2294	0.3423	None
ENSG00000169122	FAM110B	-0.5311	0.424	None
ENSG00000051825	MPHOSPH9	-1.1139	2e-4	None
ENSG00000144031	ANKRD53	1.2299	0.0452	None
ENSG00000232807	AL137186.2	0.8888	0.6753	None
ENSG00000233858	AC026904.1	0.2203	0.9099	None
ENSG00000146826	C7orf43	0.3623	0.1921	None
ENSG00000256464	YWHABP2	1.3663	0.6196	None
ENSG00000137857	DUOX1	-0.2056	0.9385	None
ENSG00000011566	MAP4K3	0.1156	0.7942	None
ENSG00000014216	CAPN1	0.597	7e-4	None
ENSG00000063761	ADCK1	0.2386	0.6413	None
ENSG00000275882	IKBKGP1	0.2043	0.8485	None
ENSG00000156113	KCNMA1	-0.3271	0.2664	None
ENSG00000080493	SLC4A4	0.6348	0.8238	None
